Datetime,Collection_Slug,Floor_Price
2022-01-08 03:20:00,mutant-ape-yacht-club,13.7
2022-01-08 03:30:00,bigtime-founders,0.175
2022-01-08 03:30:00,decentral-games-ice,1.25
2022-01-08 03:30:00,slotienft,0.3899
2022-01-08 03:30:00,billionairezombiesclub,0.065
2022-01-08 03:30:00,boredapeyachtclub,68.0
2022-01-08 03:30:00,adidasoriginals,0.87
2022-01-08 03:30:00,veefriends,12.9
2022-01-08 03:30:00,derace-ticket,2.49
2022-01-08 03:30:00,zed-run-official,0.01239
2022-01-08 03:30:00,derace-horses,0.675
2022-01-08 03:30:00,cryptopunks,0.0
2022-01-08 03:30:00,mutant-ape-yacht-club,13.7
2022-01-08 03:40:00,bigtime-founders,0.175
2022-01-08 03:40:00,decentral-games-ice,1.25
2022-01-08 03:40:00,slotienft,0.3899
2022-01-08 03:40:00,billionairezombiesclub,0.065
2022-01-08 03:40:00,boredapeyachtclub,68.0
2022-01-08 03:40:00,adidasoriginals,0.865
2022-01-08 03:40:00,veefriends,12.9
2022-01-08 03:40:00,derace-ticket,2.49
2022-01-08 03:40:00,zed-run-official,0.012394
2022-01-08 03:40:00,derace-horses,0.675
2022-01-08 03:40:00,cryptopunks,0.0
2022-01-08 03:40:00,mutant-ape-yacht-club,13.7
2022-01-08 15:10:00,bigtime-founders,0.1948
2022-01-08 15:10:00,decentral-games-ice,1.235
2022-01-08 15:10:00,slotienft,0.39
2022-01-08 15:10:00,billionairezombiesclub,0.068
2022-01-08 15:10:00,boredapeyachtclub,68.0
2022-01-08 15:10:00,adidasoriginals,4.5
2022-01-08 15:10:00,veefriends,12.0
2022-01-08 15:10:00,derace-ticket,2.49
2022-01-08 15:10:00,zed-run-official,0.012
2022-01-08 15:10:00,derace-horses,0.679
2022-01-08 15:10:00,cryptopunks,0.0
2022-01-08 15:10:00,mutant-ape-yacht-club,13.6
2022-01-08 15:20:00,bigtime-founders,0.189
2022-01-08 15:20:00,decentral-games-ice,1.235
2022-01-08 15:20:00,slotienft,0.39
2022-01-08 15:20:00,billionairezombiesclub,0.068
2022-01-08 15:20:00,boredapeyachtclub,68.0
2022-01-08 15:20:00,adidasoriginals,0.91
2022-01-08 15:20:00,veefriends,11.99
2022-01-08 15:20:00,derace-ticket,2.49
2022-01-08 15:20:00,zed-run-official,0.012
2022-01-08 15:20:00,derace-horses,0.679
2022-01-08 15:20:00,cryptopunks,0.0
2022-01-08 15:20:00,mutant-ape-yacht-club,13.6
2022-01-08 15:30:00,bigtime-founders,0.189
2022-01-08 15:30:00,decentral-games-ice,1.235
2022-01-08 15:30:00,slotienft,0.38
2022-01-08 15:30:00,billionairezombiesclub,0.068
2022-01-08 15:30:00,boredapeyachtclub,68.0
2022-01-08 15:30:00,adidasoriginals,0.91
2022-01-08 15:30:00,veefriends,11.99
2022-01-08 15:30:00,derace-ticket,2.49
2022-01-08 15:30:00,zed-run-official,0.012
2022-01-08 15:30:00,derace-horses,0.679
2022-01-08 15:30:00,cryptopunks,0.0
2022-01-08 15:30:00,mutant-ape-yacht-club,13.6
2022-01-08 16:30:00,bigtime-founders,0.189
2022-01-08 16:30:00,decentral-games-ice,1.225
2022-01-08 16:30:00,slotienft,0.38
2022-01-08 16:30:00,billionairezombiesclub,0.069
2022-01-08 16:30:00,boredapeyachtclub,68.0
2022-01-08 16:30:00,adidasoriginals,0.935
2022-01-08 16:30:00,veefriends,11.99
2022-01-08 16:30:00,derace-ticket,2.49
2022-01-08 16:30:00,zed-run-official,0.012
2022-01-08 16:30:00,derace-horses,0.679
2022-01-08 16:30:00,cryptopunks,0.0
2022-01-08 16:30:00,mutant-ape-yacht-club,13.4
2022-01-08 16:40:00,bigtime-founders,0.189
2022-01-08 16:40:00,decentral-games-ice,1.225
2022-01-08 16:40:00,slotienft,0.3899
2022-01-08 16:40:00,billionairezombiesclub,0.069
2022-01-08 16:40:00,boredapeyachtclub,68.0
2022-01-08 16:40:00,adidasoriginals,0.933
2022-01-08 16:40:00,veefriends,11.99
2022-01-08 16:40:00,derace-ticket,2.49
2022-01-08 16:40:00,zed-run-official,0.012
2022-01-08 16:40:00,derace-horses,0.679
2022-01-08 16:40:00,cryptopunks,0.0
2022-01-08 16:40:00,mutant-ape-yacht-club,13.4
2022-01-08 16:50:00,bigtime-founders,0.189
2022-01-08 16:50:00,decentral-games-ice,1.225
2022-01-08 16:50:00,slotienft,0.385
2022-01-08 16:50:00,billionairezombiesclub,0.069
2022-01-08 16:50:00,boredapeyachtclub,68.0
2022-01-08 16:50:00,adidasoriginals,0.938
2022-01-08 16:50:00,veefriends,11.99
2022-01-08 16:50:00,derace-ticket,2.49
2022-01-08 16:50:00,zed-run-official,0.012
2022-01-08 16:50:00,derace-horses,0.679
2022-01-08 16:50:00,cryptopunks,0.0
2022-01-08 16:50:00,mutant-ape-yacht-club,13.4
2022-01-08 17:00:00,bigtime-founders,0.189
2022-01-08 17:00:00,decentral-games-ice,1.225
2022-01-08 17:00:00,slotienft,0.385
2022-01-08 17:00:00,billionairezombiesclub,0.069
2022-01-08 17:00:00,boredapeyachtclub,68.0
2022-01-08 17:00:00,adidasoriginals,0.92
2022-01-08 17:00:00,veefriends,11.99
2022-01-08 17:00:00,derace-ticket,2.49
2022-01-08 17:00:00,zed-run-official,0.0119
2022-01-08 17:00:00,derace-horses,0.679
2022-01-08 17:00:00,cryptopunks,0.0
2022-01-08 17:00:00,mutant-ape-yacht-club,13.4
2022-01-08 17:10:00,bigtime-founders,0.189
2022-01-08 17:10:00,decentral-games-ice,1.225
2022-01-08 17:10:00,slotienft,0.38
2022-01-08 17:10:00,billionairezombiesclub,0.069
2022-01-08 17:10:00,boredapeyachtclub,68.0
2022-01-08 17:10:00,adidasoriginals,0.949
2022-01-08 17:10:00,veefriends,11.99
2022-01-08 17:10:00,derace-ticket,2.49
2022-01-08 17:10:00,zed-run-official,0.0119
2022-01-08 17:10:00,derace-horses,0.679
2022-01-08 17:10:00,cryptopunks,0.0
2022-01-08 17:10:00,mutant-ape-yacht-club,13.4
2022-01-08 17:20:00,bigtime-founders,0.189
2022-01-08 17:20:00,decentral-games-ice,1.225
2022-01-08 17:20:00,slotienft,0.38
2022-01-08 17:20:00,billionairezombiesclub,0.069
2022-01-08 17:20:00,boredapeyachtclub,68.0
2022-01-08 17:20:00,adidasoriginals,0.95
2022-01-08 17:20:00,veefriends,11.99
2022-01-08 17:20:00,derace-ticket,2.49
2022-01-08 17:20:00,zed-run-official,0.0118
2022-01-08 17:20:00,derace-horses,0.679
2022-01-08 17:20:00,cryptopunks,0.0
2022-01-08 17:20:00,mutant-ape-yacht-club,13.9
2022-01-08 17:30:00,bigtime-founders,0.189
2022-01-08 17:30:00,decentral-games-ice,1.224
2022-01-08 17:30:00,slotienft,0.38
2022-01-08 17:30:00,billionairezombiesclub,0.069
2022-01-08 17:30:00,boredapeyachtclub,68.0
2022-01-08 17:30:00,adidasoriginals,0.95
2022-01-08 17:30:00,veefriends,11.99
2022-01-08 17:30:00,derace-ticket,2.49
2022-01-08 17:30:00,zed-run-official,0.0118
2022-01-08 17:30:00,derace-horses,0.679
2022-01-08 17:30:00,cryptopunks,0.0
2022-01-08 17:30:00,mutant-ape-yacht-club,13.8
2022-01-08 17:40:00,bigtime-founders,0.189
2022-01-08 17:40:00,decentral-games-ice,1.21
2022-01-08 17:40:00,slotienft,0.38
2022-01-08 17:40:00,billionairezombiesclub,0.069
2022-01-08 17:40:00,boredapeyachtclub,68.0
2022-01-08 17:40:00,adidasoriginals,0.94
2022-01-08 17:40:00,veefriends,11.99
2022-01-08 17:40:00,derace-ticket,2.49
2022-01-08 17:40:00,zed-run-official,0.0116
2022-01-08 17:40:00,derace-horses,0.679
2022-01-08 17:40:00,cryptopunks,0.0
2022-01-08 17:40:00,mutant-ape-yacht-club,13.8
2022-01-08 17:50:00,bigtime-founders,0.189
2022-01-08 17:50:00,decentral-games-ice,1.21
2022-01-08 17:50:00,slotienft,0.385
2022-01-08 17:50:00,billionairezombiesclub,0.069
2022-01-08 17:50:00,boredapeyachtclub,68.0
2022-01-08 17:50:00,adidasoriginals,0.94
2022-01-08 17:50:00,veefriends,11.99
2022-01-08 17:50:00,derace-ticket,2.49
2022-01-08 17:50:00,zed-run-official,0.0116
2022-01-08 17:50:00,derace-horses,0.679
2022-01-08 17:50:00,cryptopunks,0.0
2022-01-08 17:50:00,mutant-ape-yacht-club,13.8
2022-01-08 18:00:00,bigtime-founders,0.189
2022-01-08 18:00:00,decentral-games-ice,1.21
2022-01-08 18:00:00,slotienft,0.385
2022-01-08 18:00:00,billionairezombiesclub,0.069
2022-01-08 18:00:00,boredapeyachtclub,68.0
2022-01-08 18:00:00,adidasoriginals,0.95
2022-01-08 18:00:00,veefriends,11.99
2022-01-08 18:00:00,derace-ticket,2.49
2022-01-08 18:00:00,zed-run-official,0.0116
2022-01-08 18:00:00,derace-horses,0.679
2022-01-08 18:00:00,cryptopunks,0.0
2022-01-08 18:00:00,mutant-ape-yacht-club,13.8
2022-01-08 18:10:00,bigtime-founders,0.189
2022-01-08 18:10:00,decentral-games-ice,1.2
2022-01-08 18:10:00,slotienft,0.385
2022-01-08 18:10:00,billionairezombiesclub,0.069
2022-01-08 18:10:00,boredapeyachtclub,68.0
2022-01-08 18:10:00,adidasoriginals,0.944
2022-01-08 18:10:00,veefriends,11.99
2022-01-08 18:10:00,derace-ticket,2.49
2022-01-08 18:10:00,zed-run-official,0.0116
2022-01-08 18:10:00,derace-horses,0.679
2022-01-08 18:10:00,cryptopunks,0.0
2022-01-08 18:10:00,mutant-ape-yacht-club,13.8
2022-01-08 18:20:00,bigtime-founders,0.189
2022-01-08 18:20:00,decentral-games-ice,1.2
2022-01-08 18:20:00,slotienft,0.385
2022-01-08 18:20:00,billionairezombiesclub,0.069
2022-01-08 18:20:00,boredapeyachtclub,68.0
2022-01-08 18:20:00,adidasoriginals,0.939
2022-01-08 18:20:00,veefriends,11.99
2022-01-08 18:20:00,derace-ticket,2.49
2022-01-08 18:20:00,zed-run-official,0.0116
2022-01-08 18:20:00,derace-horses,0.679
2022-01-08 18:20:00,cryptopunks,0.0
2022-01-08 18:20:00,mutant-ape-yacht-club,13.79
2022-01-08 18:30:00,bigtime-founders,0.189
2022-01-08 18:30:00,decentral-games-ice,1.2
2022-01-08 18:30:00,slotienft,0.385
2022-01-08 18:30:00,billionairezombiesclub,0.069
2022-01-08 18:30:00,boredapeyachtclub,68.0
2022-01-08 18:30:00,adidasoriginals,0.9
2022-01-08 18:30:00,veefriends,11.99
2022-01-08 18:30:00,derace-ticket,2.49
2022-01-08 18:30:00,zed-run-official,0.0116
2022-01-08 18:30:00,derace-horses,0.679
2022-01-08 18:30:00,cryptopunks,0.0
2022-01-08 18:30:00,mutant-ape-yacht-club,13.79
2022-01-08 18:40:00,bigtime-founders,0.189
2022-01-08 18:40:00,decentral-games-ice,1.2
2022-01-08 18:40:00,slotienft,0.385
2022-01-08 18:40:00,billionairezombiesclub,0.069
2022-01-08 18:40:00,boredapeyachtclub,68.0
2022-01-08 18:40:00,adidasoriginals,0.93
2022-01-08 18:40:00,veefriends,11.99
2022-01-08 18:40:00,derace-ticket,2.49
2022-01-08 18:40:00,zed-run-official,0.0116
2022-01-08 18:40:00,derace-horses,0.679
2022-01-08 18:40:00,cryptopunks,0.0
2022-01-08 18:40:00,mutant-ape-yacht-club,13.79
2022-01-08 18:50:00,bigtime-founders,0.189
2022-01-08 18:50:00,decentral-games-ice,1.2
2022-01-08 18:50:00,slotienft,0.385
2022-01-08 18:50:00,billionairezombiesclub,0.069
2022-01-08 18:50:00,boredapeyachtclub,68.0
2022-01-08 18:50:00,adidasoriginals,0.93
2022-01-08 18:50:00,veefriends,11.99
2022-01-08 18:50:00,derace-ticket,2.49
2022-01-08 18:50:00,zed-run-official,0.0116
2022-01-08 18:50:00,derace-horses,0.679
2022-01-08 18:50:00,cryptopunks,0.0
2022-01-08 18:50:00,mutant-ape-yacht-club,13.79
2022-01-08 19:00:00,bigtime-founders,0.189
2022-01-08 19:00:00,decentral-games-ice,1.2
2022-01-08 19:00:00,slotienft,0.385
2022-01-08 19:00:00,billionairezombiesclub,0.069
2022-01-08 19:00:00,boredapeyachtclub,68.0
2022-01-08 19:00:00,adidasoriginals,0.925
2022-01-08 19:00:00,veefriends,11.99
2022-01-08 19:00:00,derace-ticket,2.49
2022-01-08 19:00:00,zed-run-official,0.0116
2022-01-08 19:00:00,derace-horses,0.679
2022-01-08 19:00:00,cryptopunks,0.0
2022-01-08 19:00:00,mutant-ape-yacht-club,13.79
2022-01-08 19:10:00,bigtime-founders,0.189
2022-01-08 19:10:00,decentral-games-ice,1.21
2022-01-08 19:10:00,slotienft,0.392
2022-01-08 19:10:00,billionairezombiesclub,0.069
2022-01-08 19:10:00,boredapeyachtclub,68.0
2022-01-08 19:10:00,adidasoriginals,0.925
2022-01-08 19:10:00,veefriends,11.99
2022-01-08 19:10:00,derace-ticket,2.49
2022-01-08 19:10:00,zed-run-official,0.0116
2022-01-08 19:10:00,derace-horses,0.679
2022-01-08 19:10:00,cryptopunks,0.0
2022-01-08 19:10:00,mutant-ape-yacht-club,13.79
2022-01-08 19:20:00,bigtime-founders,0.189
2022-01-08 19:20:00,decentral-games-ice,1.21
2022-01-08 19:20:00,slotienft,0.3919
2022-01-08 19:20:00,billionairezombiesclub,0.069
2022-01-08 19:20:00,boredapeyachtclub,68.0
2022-01-08 19:20:00,adidasoriginals,0.9
2022-01-08 19:20:00,veefriends,11.99
2022-01-08 19:20:00,derace-ticket,2.49
2022-01-08 19:20:00,zed-run-official,0.0116
2022-01-08 19:20:00,derace-horses,0.679
2022-01-08 19:20:00,cryptopunks,0.0
2022-01-08 19:20:00,mutant-ape-yacht-club,13.79
2022-01-08 19:30:00,bigtime-founders,0.189
2022-01-08 19:30:00,decentral-games-ice,1.199
2022-01-08 19:30:00,slotienft,0.3919
2022-01-08 19:30:00,billionairezombiesclub,0.069
2022-01-08 19:30:00,boredapeyachtclub,68.0
2022-01-08 19:30:00,adidasoriginals,0.93
2022-01-08 19:30:00,veefriends,11.99
2022-01-08 19:30:00,derace-ticket,2.49
2022-01-08 19:30:00,zed-run-official,0.0116
2022-01-08 19:30:00,derace-horses,0.679
2022-01-08 19:30:00,cryptopunks,0.0
2022-01-08 19:30:00,mutant-ape-yacht-club,13.5
2022-01-08 19:40:00,bigtime-founders,0.189
2022-01-08 19:40:00,decentral-games-ice,1.2
2022-01-08 19:40:00,slotienft,0.3899
2022-01-08 19:40:00,billionairezombiesclub,0.069
2022-01-08 19:40:00,boredapeyachtclub,68.0
2022-01-08 19:40:00,adidasoriginals,0.93
2022-01-08 19:40:00,veefriends,11.99
2022-01-08 19:40:00,derace-ticket,2.49
2022-01-08 19:40:00,zed-run-official,0.0115
2022-01-08 19:40:00,derace-horses,0.679
2022-01-08 19:40:00,cryptopunks,0.0
2022-01-08 19:40:00,mutant-ape-yacht-club,13.5
2022-01-08 19:50:00,bigtime-founders,0.189
2022-01-08 19:50:00,decentral-games-ice,1.2
2022-01-08 19:50:00,slotienft,0.38
2022-01-08 19:50:00,billionairezombiesclub,0.069
2022-01-08 19:50:00,boredapeyachtclub,68.0
2022-01-08 19:50:00,adidasoriginals,0.93
2022-01-08 19:50:00,veefriends,11.99
2022-01-08 19:50:00,derace-ticket,2.49
2022-01-08 19:50:00,zed-run-official,0.011
2022-01-08 19:50:00,derace-horses,0.679
2022-01-08 19:50:00,cryptopunks,0.0
2022-01-08 19:50:00,mutant-ape-yacht-club,13.5
2022-01-08 20:00:00,bigtime-founders,0.189
2022-01-08 20:00:00,decentral-games-ice,1.2089
2022-01-08 20:00:00,slotienft,0.38
2022-01-08 20:00:00,billionairezombiesclub,0.069
2022-01-08 20:00:00,boredapeyachtclub,68.0
2022-01-08 20:00:00,adidasoriginals,0.925
2022-01-08 20:00:00,veefriends,11.99
2022-01-08 20:00:00,derace-ticket,2.49
2022-01-08 20:00:00,zed-run-official,0.0119
2022-01-08 20:00:00,derace-horses,0.679
2022-01-08 20:00:00,cryptopunks,0.0
2022-01-08 20:00:00,mutant-ape-yacht-club,13.5
2022-01-08 20:10:00,bigtime-founders,0.189
2022-01-08 20:10:00,decentral-games-ice,1.2089
2022-01-08 20:10:00,slotienft,0.38
2022-01-08 20:10:00,billionairezombiesclub,0.069
2022-01-08 20:10:00,boredapeyachtclub,68.0
2022-01-08 20:10:00,adidasoriginals,0.92
2022-01-08 20:10:00,veefriends,11.99
2022-01-08 20:10:00,derace-ticket,2.49
2022-01-08 20:10:00,zed-run-official,0.0119
2022-01-08 20:10:00,derace-horses,0.68
2022-01-08 20:10:00,cryptopunks,0.0
2022-01-08 20:10:00,mutant-ape-yacht-club,13.4
2022-01-08 20:20:00,bigtime-founders,0.189
2022-01-08 20:20:00,decentral-games-ice,1.2089
2022-01-08 20:20:00,slotienft,0.38
2022-01-08 20:20:00,billionairezombiesclub,0.069
2022-01-08 20:20:00,boredapeyachtclub,68.5
2022-01-08 20:20:00,adidasoriginals,0.9199
2022-01-08 20:20:00,veefriends,11.99
2022-01-08 20:20:00,derace-ticket,2.49
2022-01-08 20:20:00,zed-run-official,0.0118
2022-01-08 20:20:00,derace-horses,0.68
2022-01-08 20:20:00,cryptopunks,0.0
2022-01-08 20:20:00,mutant-ape-yacht-club,13.4
2022-01-08 20:30:00,bigtime-founders,0.189
2022-01-08 20:30:00,decentral-games-ice,1.2089
2022-01-08 20:30:00,slotienft,0.38
2022-01-08 20:30:00,billionairezombiesclub,0.069
2022-01-08 20:30:00,boredapeyachtclub,68.5
2022-01-08 20:30:00,adidasoriginals,0.85
2022-01-08 20:30:00,veefriends,11.99
2022-01-08 20:30:00,derace-ticket,2.49
2022-01-08 20:30:00,zed-run-official,0.0118
2022-01-08 20:30:00,derace-horses,0.68
2022-01-08 20:30:00,cryptopunks,0.0
2022-01-08 20:30:00,mutant-ape-yacht-club,13.4
2022-01-08 20:40:00,bigtime-founders,0.189
2022-01-08 20:40:00,decentral-games-ice,1.2089
2022-01-08 20:40:00,slotienft,0.38
2022-01-08 20:40:00,billionairezombiesclub,0.069
2022-01-08 20:40:00,boredapeyachtclub,68.5
2022-01-08 20:40:00,adidasoriginals,0.92
2022-01-08 20:40:00,veefriends,11.99
2022-01-08 20:40:00,derace-ticket,2.49
2022-01-08 20:40:00,zed-run-official,0.0119
2022-01-08 20:40:00,derace-horses,0.68
2022-01-08 20:40:00,cryptopunks,0.0
2022-01-08 20:40:00,mutant-ape-yacht-club,13.4
2022-01-08 20:50:00,bigtime-founders,0.189
2022-01-08 20:50:00,decentral-games-ice,1.2089
2022-01-08 20:50:00,slotienft,0.38
2022-01-08 20:50:00,billionairezombiesclub,0.069
2022-01-08 20:50:00,boredapeyachtclub,68.5
2022-01-08 20:50:00,adidasoriginals,0.91
2022-01-08 20:50:00,veefriends,11.99
2022-01-08 20:50:00,derace-ticket,2.49
2022-01-08 20:50:00,zed-run-official,0.0119
2022-01-08 20:50:00,derace-horses,0.675
2022-01-08 20:50:00,cryptopunks,0.0
2022-01-08 20:50:00,mutant-ape-yacht-club,13.4
2022-01-08 21:00:00,bigtime-founders,0.189
2022-01-08 21:00:00,decentral-games-ice,1.2089
2022-01-08 21:00:00,slotienft,0.38
2022-01-08 21:00:00,billionairezombiesclub,0.069
2022-01-08 21:00:00,boredapeyachtclub,68.5
2022-01-08 21:00:00,adidasoriginals,0.91
2022-01-08 21:00:00,veefriends,11.99
2022-01-08 21:00:00,derace-ticket,2.49
2022-01-08 21:00:00,zed-run-official,0.0119
2022-01-08 21:00:00,derace-horses,0.675
2022-01-08 21:00:00,cryptopunks,0.0
2022-01-08 21:00:00,mutant-ape-yacht-club,13.4
2022-01-08 21:10:00,bigtime-founders,0.189
2022-01-08 21:10:00,decentral-games-ice,1.2089
2022-01-08 21:10:00,slotienft,0.38
2022-01-08 21:10:00,billionairezombiesclub,0.069
2022-01-08 21:10:00,boredapeyachtclub,68.5
2022-01-08 21:10:00,adidasoriginals,0.91
2022-01-08 21:10:00,veefriends,11.99
2022-01-08 21:10:00,derace-ticket,2.49
2022-01-08 21:10:00,zed-run-official,0.0119
2022-01-08 21:10:00,derace-horses,0.675
2022-01-08 21:10:00,cryptopunks,0.0
2022-01-08 21:10:00,mutant-ape-yacht-club,13.4
2022-01-08 21:20:00,bigtime-founders,0.189
2022-01-08 21:20:00,decentral-games-ice,1.2089
2022-01-08 21:20:00,slotienft,0.38
2022-01-08 21:20:00,billionairezombiesclub,0.069
2022-01-08 21:20:00,boredapeyachtclub,68.5
2022-01-08 21:20:00,adidasoriginals,0.91
2022-01-08 21:20:00,veefriends,11.99
2022-01-08 21:20:00,derace-ticket,2.49
2022-01-08 21:20:00,zed-run-official,0.0119
2022-01-08 21:20:00,derace-horses,0.675
2022-01-08 21:20:00,cryptopunks,0.0
2022-01-08 21:20:00,mutant-ape-yacht-club,13.4
2022-01-08 21:30:00,bigtime-founders,0.189
2022-01-08 21:30:00,decentral-games-ice,1.2089
2022-01-08 21:30:00,slotienft,0.38
2022-01-08 21:30:00,billionairezombiesclub,0.069
2022-01-08 21:30:00,boredapeyachtclub,68.5
2022-01-08 21:30:00,adidasoriginals,0.91
2022-01-08 21:30:00,veefriends,12.96
2022-01-08 21:30:00,derace-ticket,2.49
2022-01-08 21:30:00,zed-run-official,0.0119
2022-01-08 21:30:00,derace-horses,0.675
2022-01-08 21:30:00,cryptopunks,0.0
2022-01-08 21:30:00,mutant-ape-yacht-club,13.4
2022-01-08 21:40:00,bigtime-founders,0.189
2022-01-08 21:40:00,decentral-games-ice,1.2089
2022-01-08 21:40:00,slotienft,0.38
2022-01-08 21:40:00,billionairezombiesclub,0.069
2022-01-08 21:40:00,boredapeyachtclub,68.5
2022-01-08 21:40:00,adidasoriginals,0.91
2022-01-08 21:40:00,veefriends,12.96
2022-01-08 21:40:00,derace-ticket,2.49
2022-01-08 21:40:00,zed-run-official,0.0119
2022-01-08 21:40:00,derace-horses,0.675
2022-01-08 21:40:00,cryptopunks,0.0
2022-01-08 21:40:00,mutant-ape-yacht-club,13.5
2022-01-08 21:50:00,bigtime-founders,0.189
2022-01-08 21:50:00,decentral-games-ice,1.2089
2022-01-08 21:50:00,slotienft,0.38
2022-01-08 21:50:00,billionairezombiesclub,0.069
2022-01-08 21:50:00,boredapeyachtclub,68.5
2022-01-08 21:50:00,adidasoriginals,0.91
2022-01-08 21:50:00,veefriends,12.96
2022-01-08 21:50:00,derace-ticket,2.49
2022-01-08 21:50:00,zed-run-official,0.0123
2022-01-08 21:50:00,derace-horses,0.675
2022-01-08 21:50:00,cryptopunks,0.0
2022-01-08 21:50:00,mutant-ape-yacht-club,13.6
2022-01-08 22:00:00,bigtime-founders,0.189
2022-01-08 22:00:00,decentral-games-ice,1.2089
2022-01-08 22:00:00,slotienft,0.38
2022-01-08 22:00:00,billionairezombiesclub,0.069
2022-01-08 22:00:00,boredapeyachtclub,68.5
2022-01-08 22:00:00,adidasoriginals,0.9
2022-01-08 22:00:00,veefriends,12.96
2022-01-08 22:00:00,derace-ticket,2.49
2022-01-08 22:00:00,zed-run-official,0.0123
2022-01-08 22:00:00,derace-horses,0.675
2022-01-08 22:00:00,cryptopunks,0.0
2022-01-08 22:00:00,mutant-ape-yacht-club,13.59
2022-01-08 22:30:00,bigtime-founders,0.189
2022-01-08 22:30:00,decentral-games-ice,1.2089
2022-01-08 22:30:00,slotienft,0.38
2022-01-08 22:30:00,billionairezombiesclub,0.069
2022-01-08 22:30:00,boredapeyachtclub,68.5
2022-01-08 22:30:00,adidasoriginals,0.899
2022-01-08 22:30:00,veefriends,13.5
2022-01-08 22:30:00,derace-ticket,2.49
2022-01-08 22:30:00,zed-run-official,0.012299
2022-01-08 22:30:00,derace-horses,0.675
2022-01-08 22:30:00,cryptopunks,0.0
2022-01-08 22:30:00,mutant-ape-yacht-club,13.59
2022-01-08 22:40:00,bigtime-founders,0.189
2022-01-08 22:40:00,decentral-games-ice,1.2089
2022-01-08 22:40:00,slotienft,0.38
2022-01-08 22:40:00,billionairezombiesclub,0.069
2022-01-08 22:40:00,boredapeyachtclub,68.5
2022-01-08 22:40:00,adidasoriginals,0.9
2022-01-08 22:40:00,veefriends,13.5
2022-01-08 22:40:00,derace-ticket,2.49
2022-01-08 22:40:00,zed-run-official,0.0123
2022-01-08 22:40:00,derace-horses,0.675
2022-01-08 22:40:00,cryptopunks,0.0
2022-01-08 22:40:00,mutant-ape-yacht-club,13.6
2022-01-08 22:50:00,bigtime-founders,0.189
2022-01-08 22:50:00,decentral-games-ice,1.2089
2022-01-08 22:50:00,slotienft,0.38
2022-01-08 22:50:00,billionairezombiesclub,0.069
2022-01-08 22:50:00,boredapeyachtclub,68.5
2022-01-08 22:50:00,adidasoriginals,0.91
2022-01-08 22:50:00,veefriends,13.5
2022-01-08 22:50:00,derace-ticket,2.49
2022-01-08 22:50:00,zed-run-official,0.0123
2022-01-08 22:50:00,derace-horses,0.675
2022-01-08 22:50:00,cryptopunks,0.0
2022-01-08 22:50:00,mutant-ape-yacht-club,13.6
2022-01-08 23:00:00,bigtime-founders,0.189
2022-01-08 23:00:00,decentral-games-ice,1.2089
2022-01-08 23:00:00,slotienft,0.38
2022-01-08 23:00:00,billionairezombiesclub,0.069
2022-01-08 23:00:00,boredapeyachtclub,68.5
2022-01-08 23:00:00,adidasoriginals,0.91
2022-01-08 23:00:00,veefriends,13.5
2022-01-08 23:00:00,derace-ticket,2.49
2022-01-08 23:00:00,zed-run-official,0.0123
2022-01-08 23:00:00,derace-horses,0.675
2022-01-08 23:00:00,cryptopunks,0.0
2022-01-08 23:00:00,mutant-ape-yacht-club,13.6
2022-01-08 23:10:00,bigtime-founders,0.189
2022-01-08 23:10:00,decentral-games-ice,1.2089
2022-01-08 23:10:00,slotienft,0.38
2022-01-08 23:10:00,billionairezombiesclub,0.069
2022-01-08 23:10:00,boredapeyachtclub,68.5
2022-01-08 23:10:00,adidasoriginals,0.9099
2022-01-08 23:10:00,veefriends,13.5
2022-01-08 23:10:00,derace-ticket,2.49
2022-01-08 23:10:00,zed-run-official,0.0125
2022-01-08 23:10:00,derace-horses,0.675
2022-01-08 23:10:00,cryptopunks,0.0
2022-01-08 23:10:00,mutant-ape-yacht-club,13.6
2022-01-08 23:20:00,bigtime-founders,0.185
2022-01-08 23:20:00,decentral-games-ice,1.2089
2022-01-08 23:20:00,slotienft,0.38
2022-01-08 23:20:00,billionairezombiesclub,0.069
2022-01-08 23:20:00,boredapeyachtclub,68.5
2022-01-08 23:20:00,adidasoriginals,0.91
2022-01-08 23:20:00,veefriends,13.5
2022-01-08 23:20:00,derace-ticket,2.49
2022-01-08 23:20:00,zed-run-official,0.0124
2022-01-08 23:20:00,derace-horses,0.675
2022-01-08 23:20:00,cryptopunks,0.0
2022-01-08 23:20:00,mutant-ape-yacht-club,13.6
2022-01-08 23:30:00,bigtime-founders,0.185
2022-01-08 23:30:00,decentral-games-ice,1.2089
2022-01-08 23:30:00,slotienft,0.38
2022-01-08 23:30:00,billionairezombiesclub,0.069
2022-01-08 23:30:00,boredapeyachtclub,68.5
2022-01-08 23:30:00,adidasoriginals,0.9099
2022-01-08 23:30:00,veefriends,13.5
2022-01-08 23:30:00,derace-ticket,2.49
2022-01-08 23:30:00,zed-run-official,0.0124
2022-01-08 23:30:00,derace-horses,0.675
2022-01-08 23:30:00,cryptopunks,0.0
2022-01-08 23:30:00,mutant-ape-yacht-club,13.6
2022-01-08 23:40:00,bigtime-founders,0.185
2022-01-08 23:40:00,decentral-games-ice,1.2089
2022-01-08 23:40:00,slotienft,0.38
2022-01-08 23:40:00,billionairezombiesclub,0.069
